"text","transcription",lang,text2,transcription2,lang2,"translation","category","partOfSpeech"
"universe","[ˈjuːnɪvɜːs]",,,,,"вселенная","Мир, природа","Существительные"
"dirt","[dɜːt]",,,,,"грязь","Мир, природа","Существительные"
"rain","[reɪn]",,,,,"дождь","Мир, природа","Существительные"
"pollution","[pəˈluːʃən]",,,,,"загрязнение","Мир, природа","Существительные"
"disaster","[dɪˈzɑːstə]",,,,,"катастрофа","Мир, природа","Существительные"
"climate","[ˈklaɪmɪt]",,,,,"климат","Мир, природа","Существительные"
"moon","[muːn]",,,,,"луна","Мир, природа","Существительные"
"cloud","[klaʊd]",,,,,"облако","Мир, природа","Существительные"
"lake","[leɪk]",,,,,"озеро","Мир, природа","Существительные"
"ocean","[ˈəʊʃən]",,,,,"океан","Мир, природа","Существительные"
"island","[ˈaɪlənd]",,,,,"остров","Мир, природа","Существительные"
"landscape","[ˈlænskeɪp]",,,,,"пейзаж","Мир, природа","Существительные"
"sand","[sænd]",,,,,"песок","Мир, природа","Существительные"
"peak","[piːk]",,,,,"пик","Мир, природа","Существительные"
"coast","[kəʊst]",,,,,"побережье","Мир, природа","Существительные"
"pole","[pəʊl]",geography,,,,"полюс (напр. Северный полюс)","Мир, природа","Существительные"
"flow","[fləʊ]",,,,,"поток","Мир, природа","Существительные"
"stream","[striːm]",,,,,"поток","Мир, природа","Существительные"
"desert","[ˈdɛzət]",,,,,"пустыня","Мир, природа","Существительные"
"diversity","[daɪˈvɜːsɪti]",,,,,"разнообразие","Мир, природа","Существительные"
"relief","[rɪˈliːf]",,,,,"рельеф","Мир, природа","Существительные"
"snow","[snəʊ]",,,,,"снег","Мир, природа","Существительные"
"darkness","[ˈdɑːknɪs]",,,,,"тьма","Мир, природа","Существительные"
"hill","[hɪl]",,,,,"холм","Мир, природа","Существительные"
"bank","[bæŋk] ",,,,,"берег реки","Мир, природа","Существительные"
"dust","[dʌst]",,,,,"пыль","Мир, природа","Существительные"
"stick","[stɪk]",,,,,"палка","Мир, природа","Существительные"
"silence","[ˈsaɪləns]",,,,,"тишина","Мир, природа","Существительные"
"reality","[ri(ː)ˈælɪti]",,,,,"реальность","Мир, природа","Существительные"
"shadow","[ˈʃædəʊ]",,,,,"тень","Мир, природа","Существительные"
"selection","[sɪˈlɛkʃən]",,,,,"отбор","Мир, природа","Существительные"
"top","[tɒp]",,,,,"вершина","Мир, природа","Существительные"
"bird","[bɜːd]",,,,,"птица","Животные, растения","Существительные"
"poultry","[ˈpəʊltri]",,,,,"домашняя птица","Животные, растения","Существительные"
"duck","[dʌk]",,,,,"утка","Животные, растения","Существительные"
"chicken","[ˈʧɪkɪn]",,,,,"курица (цыпленок)","Животные, растения","Существительные"
"cock, rooster","[kɒk], [ˈruːstə]",,,,,"петух","Животные, растения","Существительные"
"pigeon, dove","[ˈpɪʤɪn], [dʌv]",,,,,"голубь","Животные, растения","Существительные"
"sparrow","[ˈspærəʊ]",,,,,"воробей","Животные, растения","Существительные"
"crow","[krəʊ]",,,,,"ворона","Животные, растения","Существительные"
"animal","[ˈænɪməl]",,,,,"животное","Животные, растения","Существительные"
"domestic animal","[dəʊˈmɛstɪk ˈænɪməl]",,,,,"домашнее животное","Животные, растения","Существительные"
"wild animal","[waɪld ˈænɪməl]",,,,,"дикое животное","Животные, растения","Существительные"
"cow","[kaʊ]",,,,,"корова","Животные, растения","Существительные"
"bull","[bʊl]",,,,,"бык","Животные, растения","Существительные"
"horse","[hɔːs]",,,,,"лошадь","Животные, растения","Существительные"
"pig","[pɪg]",,,,,"свинья","Животные, растения","Существительные"
"cat","[kæt]",,,,,"кот","Животные, растения","Существительные"
"dog","[dɒg]",,,,,"собака","Животные, растения","Существительные"
"mouse","[maʊs]",,,,,"мышь","Животные, растения","Существительные"
"wolf","[wʊlf]",,,,,"волк","Животные, растения","Существительные"
"fox","[fɒks]",,,,,"лиса","Животные, растения","Существительные"
"bear","[beə]",,,,,"медведь","Животные, растения","Существительные"
"deer","[dɪə]",,,,,"олень","Животные, растения","Существительные"
"lion","[ˈlaɪən]",,,,,"лев","Животные, растения","Существительные"
"rabbit","[ˈræbɪt]",,,,,"кролик","Животные, растения","Существительные"
"growth","[grəʊθ]",,,,,"рост","Животные, растения","Существительные"
"cell","[sɛl]",,,,,"клетка (биол.)","Животные, растения","Существительные"
"variety","[vəˈraɪəti]",,,,,"разнообразие","Животные, растения","Существительные"
"evolution","[ˌiːvəˈluːʃən]",,,,,"эволюция","Животные, растения","Существительные"
"fish","[fɪʃ]",,,,,"рыба","Животные, растения","Существительные"
"egg","[ɛg]",,,,,"яйцо","Животные, растения","Существительные"
"male","[meɪl]",biol.,,,,"самец","Животные, растения","Существительные"
"female","[ˈfiːmeɪl]",biol.,,,,"самка","Животные, растения","Существительные"
"wing","[wɪŋ]",,,,,"крыло","Животные, растения","Существительные"
"creature","[ˈkriːʧə]",,,,,"существо","Животные, растения","Существительные"
"tree","[triː]",,,,,"дерево","Животные, растения","Существительные"
"root","[ruːt]",,,,,"корень","Животные, растения","Существительные"
"leaf","[liːf]",,,,,"лист растения","Животные, растения","Существительные"
"plant","[plɑːnt]",,,,,"растение","Животные, растения","Существительные"
"forest","[ˈfɒrɪst]",,,,,"лес","Животные, растения","Существительные"
"flower","[ˈflaʊə]",,,,,"цветок","Животные, растения","Существительные"
"seed","[siːd]",,,,,"семя","Животные, растения","Существительные"
"grass","[grɑːs]",,,,,"трава","Животные, растения","Существительные"
"season","[ˈsiːzn]",,,,,"время года","Время","Существительные"
"winter","[ˈwɪntə]",,,,,"зима","Время","Существительные"
"spring","[sprɪŋ]",,,,,"весна","Время","Существительные"
"summer","[ˈsʌmə]",,,,,"лето","Время","Существительные"
"fall","[fɔːl]",US,autumn,[ˈɔːtəm],UK,"осень","Время","Существительные"
"January","[ˈʤænjʊəri]",,,,,"январь","Время","Существительные"
"February","[ˈfɛbrʊəri]",,,,,"февраль","Время","Существительные"
"March","[mɑːʧ]",,,,,"март","Время","Существительные"
"April","[ˈeɪprəl]",,,,,"апрель","Время","Существительные"
"May","[meɪ]",,,,,"май","Время","Существительные"
"June","[ʤuːn]",,,,,"июнь","Время","Существительные"
"July","[ʤu(ː)ˈlaɪ]",,,,,"июль","Время","Существительные"
"August","[ˈɔːgəst]",,,,,"август","Время","Существительные"
"September","[sɛpˈtɛmbə]",,,,,"сентябрь","Время","Существительные"
"October","[ɒkˈtəʊbə]",,,,,"октябрь","Время","Существительные"
"November","[nəʊˈvɛmbə]",,,,,"ноябрь","Время","Существительные"
"December","[dɪˈsɛmbə]",,,,,"декабрь","Время","Существительные"
"Monday","[ˈmʌndeɪ]",,,,,"понедельник","Время","Существительные"
"Tuesday","[ˈtjuːzdeɪ]",,,,,"вторник","Время","Существительные"
"Wednesday","[ˈwɛnzdeɪ]",,,,,"среда","Время","Существительные"
"Thursday","[ˈθɜːzdeɪ]",,,,,"четверг","Время","Существительные"
"Friday","[ˈfraɪdeɪ]",,,,,"пятница","Время","Существительные"
"Saturday","[ˈsætədeɪ]",,,,,"суббота","Время","Существительные"
"Sunday","[ˈsʌndeɪ]",,,,,"воскресенье","Время","Существительные"
"week","[wiːk]",,,,,"неделя","Время","Существительные"
"day","[deɪ]",,,,,"день","Время","Существительные"
"night","[naɪt]",,,,,"ночь (вечер)","Время","Существительные"
"month","[mʌnθ]",,,,,"месяц","Время","Существительные"
"hour","[ˈaʊə]",,,,,"час","Время","Существительные"
"minute","[ˈmɪnɪt]",,,,,"минута","Время","Существительные"
"morning","[ˈmɔːnɪŋ]",,,,,"утро","Время","Существительные"
"moment","[ˈməʊmənt]",,,,,"момент","Время","Существительные"
"century","[ˈsɛnʧʊri]",,,,,"век","Время","Существительные"
"period","[ˈpɪərɪəd]",,,,,"период","Время","Существительные"
"future","[ˈfjuːʧə]",,,,,"будущее","Время","Существительные"
"second","[ˈsɛkənd]",,,,,"секунда","Время","Существительные"
"time","[taɪm]",,,,,"время","Время","Существительные"
"year","[jɪə]",,,,,"год","Время","Существительные"
"decade","[ˈdɛkeɪd]",,,,,"десять лет","Время","Существительные"
"evening","[ˈiːvnɪŋ]",,,,,"вечер","Время","Существительные"
"past","[pɑːst]",,,,,"прошлое","Время","Существительные"
"beginning","[bɪˈgɪnɪŋ]",,,,,"начало","Время","Существительные"
"date","[deɪt]",,,,,"дата","Время","Существительные"
"era","[ˈɪərə]",,,,,"эра","Время","Существительные"
"present","[ˈprɛznt]",time,,,,"настоящее","Время","Существительные"
"afternoon","[ˈɑːftəˈnuːn]",,,,,"день (время суток)","Время","Существительные"
"life","[laɪf]",,,,,"жизнь","Человек: жизнь","Существительные"
"death","[dɛθ]",,,,,"смерть","Человек: жизнь","Существительные"
"birth","[bɜːθ]",,,,,"рождение","Человек: жизнь","Существительные"
"soul","[səʊl]",,,,,"душа","Человек: жизнь","Существительные"
"funeral","[ˈfjuːnərəl]",,,,,"похороны","Человек: жизнь","Существительные"
"fate","[feɪt]",,,,,"судьба","Человек: жизнь","Существительные"
"wisdom","[ˈwɪzdəm]",,,,,"мудрость","Человек: жизнь","Существительные"
"lifetime","[ˈlaɪftaɪm]",,,,,"жизнь (продолжительность всей  жизни)","Человек: жизнь","Существительные"
"boy","[bɔɪ]",,,,,"мальчик","Человек: жизнь","Существительные"
"girl","[gɜːl]",,,,,"девушка","Человек: жизнь","Существительные"
"guy","[gaɪ]",,,,,"парень","Человек: жизнь","Существительные"
"baby","[ˈbeɪbi]",,,,,"малыш","Человек: жизнь","Существительные"
"adult","[ˈædʌlt]",,,,,"взрослый","Человек: жизнь","Существительные"
"youth","[juːθ]",,,,,"молодежь","Человек: жизнь","Существительные"
"childhood","[ˈʧaɪldhʊd]",,,,,"детство","Человек: жизнь","Существительные"
"teenager","[ˈtiːnˌeɪʤə]",,teen,,,"подросток","Человек: жизнь","Существительные"
"man","[mæn]",,,,,"человек (мужчина)","Человек: жизнь","Существительные"
"woman","[ˈwʊmən]",,,,,"женщина","Человек: жизнь","Существительные"
"child","[ʧaɪld]",,,,,"ребенок","Человек: жизнь","Существительные"
"kid","[kɪd]",,,,,"ребенок","Человек: жизнь","Существительные"
"twins","[twɪnz]",,,,,"близнецы","Человек: жизнь","Существительные"
"identity","[aɪˈdɛntɪti]",,,,,"личность (установленная личность)","Человек: личность","Существительные"
"person","[ˈpɜːsn]",,,,,"человек, персона","Человек: личность","Существительные"
"individual","[ˌɪndɪˈvɪdjʊəl]",,,,,"личность (индивид)","Человек: личность","Существительные"
"human","[ˈhjuːmən]",,,,,"человек","Человек: личность","Существительные"
"beauty","[ˈbjuːti]",,,,,"красотка","Человек: личность","Существительные"
"personality","[ˌpɜːsəˈnælɪti]",,,,,"личность (персоналия)","Человек: личность","Существительные"
"gentleman","[ˈʤɛntlmən]",,,,,"джентльмен","Человек: личность","Существительные"
"lady","[ˈleɪdi]",,,,,"леди","Человек: личность","Существительные"
"name","[neɪm]",,first name,[fɜːst neɪm],,"имя","Человек: личность","Существительные"
"last name","[lɑːst neɪm]",US,surname,[ˈsɜː neɪm],UK,"фамилия","Человек: личность","Существительные"
"date of birth","[deɪt əv bɜːθ]",,,,,"дата рождения","Человек: личность","Существительные"
"birthday","[ˈbɜːθdeɪ]",,,,,"день рождения","Человек: личность","Существительные"
"sex","[sɛks]",,,,,"пол, секс","Человек: личность","Существительные"
"female","[ˈfiːmeɪl]",person,,,,"женщина","Человек: личность","Существительные"
"male","[meɪl]",person,,,,"мужчина","Человек: личность","Существительные"
"talent","[ˈtælənt]",,,,,"талант","Человек: личность","Существительные"
"risk","[rɪsk]",,,,,"риск","Человек: личность","Существительные"
"ability","[əˈbɪlɪti]",,,,,"способность","Человек: личность","Существительные"
"height","[haɪt]",,,,,"рост","Человек: личность","Существительные"
"weight","[weɪt]",,,,,"вес","Человек: личность","Существительные"
"age","[eɪʤ]",,,,,"возраст","Человек: личность","Существительные"
"hand","[hænd]",,,,,"рука (кисть)","Человек: анатомия","Существительные"
"eye","[aɪ]",,,,,"глаз","Человек: анатомия","Существительные"
"body","[ˈbɒdi]",,,,,"тело","Человек: анатомия","Существительные"
"face","[feɪs]",,,,,"лицо","Человек: анатомия","Существительные"
"heart","[hɑːt]",,,,,"сердце","Человек: анатомия","Существительные"
"arm","[ɑːm]",,,,,"рука (полностью)","Человек: анатомия","Существительные"
"hair","[heə]",,,,,"волосы","Человек: анатомия","Существительные"
"mouth","[maʊθ]",,,,,"рот","Человек: анатомия","Существительные"
"neck","[nɛk]",,,,,"шея","Человек: анатомия","Существительные"
"lips","[lɪps]",,,,,"губы","Человек: анатомия","Существительные"
"head","[hɛd]",,,,,"голова","Человек: анатомия","Существительные"
"back","[bæk]",,,,,"спина","Человек: анатомия","Существительные"
"foot","[fʊt]",,,,,"нога (ступня)","Человек: анатомия","Существительные"
"leg","[lɛg]",,,,,"нога (полностью)","Человек: анатомия","Существительные"
"shoulder","[ˈʃəʊldə]",,,,,"плечо","Человек: анатомия","Существительные"
"skin","[skɪn]",,,,,"кожа","Человек: анатомия","Существительные"
"finger","[ˈfɪŋgə]",,,,,"палец","Человек: анатомия","Существительные"
"brain","[breɪn]",,,,,"мозг","Человек: анатомия","Существительные"
"ear","[ɪə]",,,,,"ухо","Человек: анатомия","Существительные"
"bone","[bəʊn]",,,,,"кость","Человек: анатомия","Существительные"
"knee","[niː]",,,,,"колено","Человек: анатомия","Существительные"
"breast","[brɛst]",,,,,"грудь","Человек: анатомия","Существительные"
"muscle","[ˈmʌsl]",,,,,"мышца","Человек: анатомия","Существительные"
"chest","[ʧɛst]",,,,,"грудь","Человек: анатомия","Существительные"
"nose","[nəʊz]",,,,,"нос","Человек: анатомия","Существительные"
"tooth","[tuːθ]",,,,,"зуб","Человек: анатомия","Существительные"
"throat","[θrəʊt]",,,,,"горло","Человек: анатомия","Существительные"
"stomach","[ˈstʌmək]",,,,,"желудок","Человек: анатомия","Существительные"
"hip","[hɪp]",,,,,"бедро","Человек: анатомия","Существительные"
"cheek","[ʧiːk]",,,,,"щека","Человек: анатомия","Существительные"
"voice","[vɔɪs]",,,,,"голос","Человек: анатомия","Существительные"
"look","[lʊk]",,,,,"взгляд","Человек: анатомия","Существительные"
"breath","[brɛθ]",,,,,"дыхание","Человек: анатомия","Существительные"
"sight","[saɪt]",,,,,"зрение","Человек: анатомия","Существительные"
"hearing","[ˈhɪərɪŋ]",,,,,"слух","Человек: анатомия","Существительные"
"tongue","[tʌŋ]",,,,,"язык (биол.)","Человек: анатомия","Существительные"
"gesture","[ˈʤɛsʧə]",,,,,"жест","Человек: анатомия","Существительные"
"step","[stɛp]",,,,,"шаг","Человек: анатомия","Существительные"
"sleep","[sliːp]",,,,,"сон","Человек: анатомия","Существительные"
"profile","[ˈprəʊfaɪl]",,,,,"профиль","Человек: анатомия","Существительные"
"tear","[teə] ",,,,,"слеза","Человек: анатомия","Существительные"
"sense","[sɛns]",,,,,"чувство (физ.)","Человек: анатомия","Существительные"
"touch","[tʌʧ]",,,,,"прикосновение","Человек: анатомия","Существительные"
"number","[ˈnʌmbə]",,,,,"число","Математика","Существительные"
"digit","[ˈdɪʤɪt]",,,,,"цифра","Математика","Существительные"
"value","[ˈvæljuː]",,,,,"значение (матем.)","Математика","Существительные"
"plus","[plʌs]",,,,,"плюс","Математика","Существительные"
"minus","[ˈmaɪnəs]",,,,,"минус","Математика","Существительные"
"fraction","[ˈfrækʃən]",,,,,"дробь","Математика","Существительные"
"odd number","[ɒd] [ˈnʌmbə]",,,,,"нечетное число","Математика","Существительные"
"even number","[ˈiːvən] [ˈnʌmbə]",,,,,"четное число","Математика","Существительные"
"problem","[ˈprɒbləm]",,,,,"задача (арифм.)","Математика","Существительные"
"answer","[ˈɑːnsə]",,,,,"ответ","Математика","Существительные"
"point","[pɔɪnt]",,,,,"точка","Математика","Существительные"
"brackets","[ˈbrækɪts]",,,,,"скобки (матем.)","Математика","Существительные"
"percent","[pəˈsɛnt]",,,,,"процент","Математика","Существительные"
"half","[hɑːf]",,,,,"половина","Математика","Существительные"
"quarter","[ˈkwɔːtə]",,,,,"четверть","Математика","Существительные"
"degree","[dɪˈgriː]",,,,,"степень","Математика","Существительные"
"addition","[əˈdɪʃ(ə)n]",,,,,"сложение","Математика","Существительные"
"subtraction","[səbˈtrækʃən]",,,,,"вычитание","Математика","Существительные"
"multiplication","[ˌmʌltɪplɪˈkeɪʃən]",,,,,"умножение","Математика","Существительные"
"division","[dɪˈvɪʒən]",,,,,"деление","Математика","Существительные"
"equality","[i(ː)ˈkwɒlɪti]",,,,,"равенство","Математика","Существительные"
"line","[laɪn]",,,,,"линия","Математика","Существительные"
"shape","[ʃeɪp]",,,,,"форма, геом. Тело","Математика","Существительные"
"figure","[ˈfɪgə]",,,,,"фигура","Математика","Существительные"
"form","[fɔːm]",,,,,"форма","Математика","Существительные"
"level","[ˈlɛvl]",,,,,"уровень","Математика","Существительные"
"circle","[ˈsɜːkl]",,,,,"круг","Математика","Существительные"
"square","[skweə]",,,,,"квадрат","Математика","Существительные"
"triangle","[ˈtraɪæŋgl]",,,,,"треугольник","Математика","Существительные"
"rectangle","[ˈrɛkˌtæŋgl]",,,,,"прямоугольник","Математика","Существительные"
"sphere","[sfɪə]",,,,,"сфера","Математика","Существительные"
"cube","[kjuːb]",,,,,"куб","Математика","Существительные"
"cone","[kəʊn]",,,,,"конус","Математика","Существительные"
"majority","[məˈʤɒrɪti]",,,,,"большинство","Математика","Существительные"
"minority","[maɪˈnɒrɪti]",,,,,"меньшинство","Математика","Существительные"
"increase","[ˈɪnkriːs]",,,,,"увеличение","Математика","Существительные"
"decrease","[ˈdiːkriːs]",,,,,"уменьшение","Математика","Существительные"
"combination","[ˌkɒmbɪˈneɪʃən]",,,,,"комбинация, сочетание","Математика","Существительные"
"dimension","[dɪˈmɛnʃən]",,,,,"измерение (пространств.)","Математика","Существительные"
"chart","[ʧɑːt]",,,,,"схема","Математика","Существительные"
"table","[ˈteɪbl] ",,,,,"таблица","Математика","Существительные"
"statistics","[stəˈtɪstɪks]",,,,,"статистика","Математика","Существительные"
"pair","[peə]",,,,,"пара","Математика","Существительные"
"unit","[ˈjuːnɪt]",,,,,"единица (напр. измерения)","Математика","Существительные"
"amount","[əˈmaʊnt]",,number,[ˈnʌmbə],,"количество","Математика","Существительные"
"force","[fɔːs]",,,,,"сила","Физические явления, характеристики","Существительные"
"power","[ˈpaʊə]",,,,,"энергия","Физические явления, характеристики","Существительные"
"strength","[strɛŋθ]",,,,,"сила","Физические явления, характеристики","Существительные"
"speed","[spiːd]",,,,,"скорость","Физические явления, характеристики","Существительные"
"size","[saɪz]",,,,,"размер","Физические явления, характеристики","Существительные"
"length","[lɛŋθ]",,,,,"длина","Физические явления, характеристики","Существительные"
"color","[ˈkʌlə]",,colour,,,"цвет","Физические явления, характеристики","Существительные"
"shape","[ʃeɪp]",,form,[fɔːm],,"форма","Физические явления, характеристики","Существительные"
"temperature","[ˈtɛmprɪʧə]",,,,,"температура","Физические явления, характеристики","Существительные"
"capacity","[kəˈpæsɪti]",,,,,"вместимость","Физические явления, характеристики","Существительные"
"volume","[ˈvɒljʊm]",,,,,"объем","Физические явления, характеристики","Существительные"
"mass","[mæs]",,,,,"масса","Физические явления, характеристики","Существительные"
"weight","[weɪt]",,,,,"вес","Физические явления, характеристики","Существительные"
"smell","[smɛl]",,,,,"запах","Физические явления, характеристики","Существительные"
"pace","[peɪs]",,,,,"темп","Физические явления, характеристики","Существительные"
"contrast","[ˈkɒntrɑːst]",,,,,"контраст","Физические явления, характеристики","Существительные"
"absence","[ˈæbsəns]",,,,,"отсутствие","Физические явления, характеристики","Существительные"
"presence","[ˈprɛzns]",,,,,"присутствие","Физические явления, характеристики","Существительные"
"state","[steɪt]",,,,,"состояние (напр. вещества)","Физические явления, характеристики","Существительные"
"noise","[nɔɪz]",,,,,"шум","Физические явления, характеристики","Существительные"
"resistance","[rɪˈzɪstəns]",,,,,"сопротивление","Физические явления, характеристики","Существительные"
"tension","[ˈtɛnʃən]",,,,,"напряжение, натяжение","Физические явления, характеристики","Существительные"
"kilogram","[ˈkɪləʊgræm]",,,,,"килограмм","Физические явления, характеристики","Существительные"
"meter","[ˈmiːtə]",,,,,"метр","Физические явления, характеристики","Существительные"
"inch","[ɪnʧ]",,,,,"дюйм","Физические явления, характеристики","Существительные"
"mile","[maɪl]",,,,,"миля","Физические явления, характеристики","Существительные"
"pound","[paʊnd]",,,,,"фунт","Физические явления, характеристики","Существительные"
"foot","[fʊt]",,,,,"фут","Физические явления, характеристики","Существительные"
"material","[məˈtɪərɪəl]",,,,,"материал","Материалы","Существительные"
"wood","[wʊd]",,,,,"древесина, дерево","Материалы","Существительные"
"glass","[glɑːs]",,,,,"стекло","Материалы","Существительные"
"plastic","[ˈplæstɪk]",,,,,"пластик","Материалы","Существительные"
"metal","[ˈmɛtl]",,,,,"металл","Материалы","Существительные"
"steel","[stiːl]",,,,,"сталь","Материалы","Существительные"
"plank","[plæŋk]",,,,,"доска","Материалы","Существительные"
"board","[bɔːd]",,,,,"доска, панель","Материалы","Существительные"
"element","[ˈɛlɪmənt]",,,,,"элемент","Материалы","Существительные"
"brick","[brɪk]",,,,,"кирпич","Материалы","Существительные"
"lead","[liːd]",,,,,"свинец","Материалы","Существительные"
"chip","[ʧɪp]",,,,,"осколок (кусочек)","Материалы","Существительные"
"substance","[ˈsʌbstəns]",,,,,"вещество","Материалы","Существительные"
"iron","[ˈaɪən]",,,,,"железо","Материалы","Существительные"
"mixture","[ˈmɪksʧə]",,,,,"смесь","Материалы","Существительные"
"fiber","[faɪbə]",,,,,"волокно","Материалы","Существительные"
"chemical","[ˈkɛmɪkəl]",,,,,"химикат","Материалы","Существительные"
"tissue","[ˈtɪʃuː]",biol.,,,,"ткань (биол.)","Материалы","Существительные"
"mix","[mɪks]",,,,,"смесь","Материалы","Существительные"
"paper","[ˈpeɪpə]",,,,,"бумага","Материалы","Существительные"
"piece","[piːs]",of something,,,,"кусок чего-либо","Материалы","Существительные"
"bit","[bɪt]",of something,,,,"частичка","Материалы","Существительные"
"process","[ˈprəʊsɛs]",,,,,"процесс","Техника","Существительные"
"model","[ˈmɒdl]",,,,,"модель","Техника","Существительные"
"impact","[ˈɪmpækt]",,,,,"удар (столкновние), воздействие","Техника","Существительные"
"hole","[həʊl]",,,,,"отверстие","Техника","Существительные"
"basis","[ˈbeɪsɪs]",,,,,"основа","Техника","Существительные"
"engine","[ˈɛnʤɪn]",,,,,"двигатель","Техника","Существительные"
"function","[ˈfʌnŋkʃən]",,,,,"функция","Техника","Существительные"
"damage","[ˈdæmɪʤ]",,,,,"повреждение","Техника","Существительные"
"component","[kəmˈpəʊnənt]",,,,,"компонент","Техника","Существительные"
"chain","[ʧeɪn]",,,,,"цепь","Техника","Существительные"
"tear","[teə]",,,,,"разрыв (прореха)","Техника","Существительные"
"improvement","[ɪmˈpruːvmənt]",,,,,"улучшение","Техника","Существительные"
"core","[kɔː]",,,,,"ядро","Техника","Существительные"
"rise","[raɪz]",,,,,"увеличение (рост)","Техника","Существительные"
"link","[lɪŋk]",,,,,"соединение (звено)","Техника","Существительные"
"release","[rɪˈliːs]",,,,,"выпуск (выход)","Техника","Существительные"
"hit","[hɪt]",,,,,"удар (попадание)","Техника","Существительные"
"transition","[trænˈsɪʒən]",,,,,"переход","Техника","Существительные"
"cycle","[ˈsaɪkl]",,,,,"цикл","Техника","Существительные"
"exposure","[ɪksˈpəʊʒə]",to something,,,,"подверженность  (воздействию чего-то)","Техника","Существительные"
"phase","[feɪz]",,,,,"фаза","Техника","Существительные"
"reduction","[rɪˈdʌkʃən]",,,,,"сокращение","Техника","Существительные"
"shift","[ʃɪft]",,,,,"сдвиг","Техника","Существительные"
"wire","[ˈwaɪə]",,,,,"провод","Техника","Существительные"
"smoke","[sməʊk]",,,,,"дым","Техника","Существительные"
"shell","[ʃɛl]",,,,,"оболочка","Техника","Существительные"
"gear","[gɪə]",,,,,"механизм (аппарат), шестерня","Техника","Существительные"
"barrier","[ˈbærɪə]",,,,,"барьер","Техника","Существительные"
"chamber","[ˈʧeɪmbə]",,,,,"полость (палата)","Техника","Существительные"
"mechanism","[ˈmɛkənɪzm]",,,,,"механизм","Техника","Существительные"
"destruction","[dɪsˈtrʌkʃən]",,,,,"разрушение","Техника","Существительные"
"electricity","[ɪlɛkˈtrɪsɪti]",,,,,"электричество","Техника","Существительные"
"expansion","[ɪksˈpænʃən]",,,,,"расширение","Техника","Существительные"
"decline","[dɪˈklaɪn]",,,,,"спад (склон)","Техника","Существительные"
"concentration","[ˌkɒnsənˈtreɪʃən]",,,,,"концентрация","Техника","Существительные"
"reflection","[rɪˈflɛkʃən]",,,,,"отражение","Техника","Существительные"
"mode","[məʊd]",,,,,"режим (работы чего-то)","Техника","Существительные"
"platform","[ˈplætfɔːm]",,,,,"платформа","Техника","Существительные"
"hold","[həʊld]",,,,,"удержание, хватка","Техника","Существительные"
"segment","[ˈsɛgmənt]",,,,,"сегмент","Техника","Существительные"
"tank","[tæŋk]",,,,,"бак (танк)","Техника","Существительные"
"gap","[gæp]",,,,,"разрыв (пробел)","Техника","Существительные"
"layer","[ˈleɪə]",,,,,"слой","Техника","Существительные"
"power","[ˈpaʊə]",,,,,"энергия","Техника","Существительные"
"standard","[ˈstændəd]",,,,,"стандарт","Техника","Существительные"
"part","[pɑːt]",,,,,"часть","Техника","Существительные"
"effect","[ɪˈfɛkt]",,,,,"эффект","Техника","Существительные"
"surface","[ˈsɜːfɪs]",,,,,"поверхность","Техника","Существительные"
"portion","[ˈpɔːʃən]",,,,,"порция","Техника","Существительные"
"movement","[ˈmuːvmənt]",,,,,"движение","Пространство","Существительные"
"direction","[dɪˈrɛkʃən]",,,,,"направление","Пространство","Существительные"
"edge","[ɛʤ]",,,,,"край","Пространство","Существительные"
"fall","[fɔːl]",,,,,"падение","Пространство","Существительные"
"access","[ˈæksɛs]",,,,,"доступ","Пространство","Существительные"
"turn","[tɜːn]",,,,,"поворот","Пространство","Существительные"
"distance","[ˈdɪstəns]",,,,,"расстояние","Пространство","Существительные"
"return","[rɪˈtɜːn]",,,,,"возвращение","Пространство","Существительные"
"middle","[ˈmɪdl]",,,,,"середина","Пространство","Существительные"
"path","[pɑːθ]",,,,,"путь, тропа","Пространство","Существительные"
"move","[muːv]",,,,,"ход, движение","Пространство","Существительные"
"location","[ləʊˈkeɪʃən]",,,,,"местонахождение, место","Пространство","Существительные"
"front","[frʌnt]",,,,,"передняя часть","Пространство","Существительные"
"bottom","[ˈbɒtəm]",,,,,"дно (нижняя часть)","Пространство","Существительные"
"trail","[treɪl]",,,,,"тропа","Пространство","Существительные"
"limit","[ˈlɪmɪt]",,,,,"предел, ограничение","Пространство","Существительные"
"zone","[zəʊn]",,,,,"зона","Пространство","Существительные"
"motion","[ˈməʊʃən]",,,,,"движение","Пространство","Существительные"
"row","[rəʊ]",,,,,"ряд","Пространство","Существительные"
"length","[lɛŋθ]",,,,,"длина","Пространство","Существительные"
"width","[wɪdθ]",,,,,"ширина","Пространство","Существительные"
"coverage","[ˈkʌvərɪʤ]",,,,,"охват (покрытие)","Пространство","Существительные"
"passage","[ˈpæsɪʤ]",,,,,"проезд (проход)","Пространство","Существительные"
"advance","[ədˈvɑːns]",,,,,"продвижение","Пространство","Существительные"
"arrangement","[əˈreɪnʤmənt]",,,,,"расположение","Пространство","Существительные"
"drop","[drɒp]",,,,,"падение","Пространство","Существительные"
"depth","[dɛpθ]",,,,,"глубина","Пространство","Существительные"
"boundary","[ˈbaʊndəri]",,,,,"граница (предел)","Пространство","Существительные"
"course","[kɔːs]",,,,,"курс","Пространство","Существительные"
"way","[weɪ]",,,,,"путь (способ)","Пространство","Существительные"
